title,release_date,genres,overview,first_genre
The Apartment,1960-06-15,Comedy|Drama|Romance,bud baxter minor clerk huge new york insur compani discov quick way climb corpor ladder lend apart execut place take mistress often deal aftermath visit night 's left major problem solv,Comedy
Some Like It Hot,1959-03-18,Comedy|Romance,musician wit mob hit struggl find way citi found gangster opportun join all-girl band leav tour to make getaway must first disguis women keep ident secret deal problem bring attract bandmat determin suitor,Comedy
Charade,1963-12-05,Comedy|Mystery|Romance|Thriller,regina lampert fall dash peter joshua ski holiday french alp discov return pari husband murder soon peter give chase late husband world war ii croni tex scobi gideon quarter dollar quartet stole enemi line peter keep chang name ,Comedy
Casablanca,1942-11-26,Drama|Romance,casablanca morocco decemb cynic american expatri meet former lover unforeseen complic,Drama
My Fair Lady,1964-10-21,Drama|Family|Music|Romance,misogynist snobbish phonet professor agre wager take flower girl make present high societi,Drama
Sabrina,1954-09-28,Comedy|Drama|Romance,linus david larrabe son wealthi famili linus work busili run famili corpor empir time wife famili david play technic employ famili busi never show work spend time entertain marri divorc time meanwhil sabrina fairchild young shi awkward daughter household chauffeur infatu david life david hard notic  n't even know exist  goe away pari year return eleg sophist beauti woman sudden find captur david attent find fall love linus find linus also fall love,Comedy
Roman Holiday,1953-09-02,Comedy|Romance,overwhelm suffoc schedul tour european princess ann take night rome when sedat took doctor kick howev fall asleep park bench found american report joe bradley take back apart safeti work next morn joe find ann regal ident bet editor get exclus interview romanc soon get way,Comedy
The Little Princess,1939-03-17,Drama|Comedy|Family,classic shirley templ film littl girl goe search father report miss militari world war,Drama
Meet Me in St. Louis,1944-11-23,Comedy|Music|Romance,year st loui world fair smith daughter learn lesson life love even prepar reluct move new york,Comedy
The Wizard of Oz,1939-08-15,Adventure|Family|Fantasy,young dorothi find magic world make friend lion scarecrow tin man make way yellow brick road talk wizard ask thing miss live wick witch west thing could stop,Adventure
Gone with the Wind,1939-12-15,Drama|Romance|War,american classic manipul woman roguish man carri turbul love affair american south civil war reconstruct,Drama
My Favorite Year,1982-10-01,Comedy|Drama,benji stone junior writer top rate variety/comedi show mid earli year alan swann erol flynn type actor drink problem week guest star,Comedy
Sunset Boulevard,1950-08-10,Drama,hack screenwrit write screenplay former silent-film star fade hollywood obscur,Drama
Golden Earrings,1947-08-27,Adventure|Romance,british colonel ray milland escap gestapo black forest pose gypsi marlen dietrich mate,Adventure
All About Eve,1950-11-09,Drama,moment glimps idol stage door eve harrington determin take rein power away great actress margo chan eve maneuv way margo broadway role becom sensat even caus turmoil live margo director boyfriend playwright wife onli cynic drama critic see eve admir audac perfect pattern deceit,Drama
The Women,1939-01-01,Comedy|Drama,wealthi mari hain unawar husband affair shopgirl crystal allen sylvia fowler edith potter discov manicurist arrang mari hear gossip train take reno divorc mari meet countess miriam affair fowler husband luci dude ranch fowler arriv divorc countess meet fifth husband-to-b buck back new york mari ex unhappili marri crystal alreadi affair buck,Comedy
Rebecca,1940-04-12,Drama|Mystery,self-consci bride torment memori husband dead first wife,Drama
Notorious,1946-08-15,Thriller|Drama|Romance,releas short war classic hitchcock film illustr battl german nazi american spi rio janeiro german businessman keep wine cellar uranium ore,Thriller
Spellbound,1945-12-28,Drama|Mystery|Thriller,when dr anthoni edward arriv vermont mental hospit replac outgo hospit director dr constanc peterson psychoanalyst discov edward actual impostor man confess real dr edward dead fear may kill recal anyth dr peterson howev convinc impostor innoc man murder join quest unravel amnesia psychoanalysi,Drama
An Affair to Remember,1957-07-11,Drama|Romance,nicki ferrant return new york marri rich heiress well public mani antic affair meet nightclub singer terri mckay also way home longtim boyfriend see playboy see stand-offish sever day soon find ve fallen love nicki never realli work life agre meet month time empir state build give time deal current relationship nicki see actual earn live return paint reason success agre date nicki wait patient terri race join fate interven howev result misunderstand heartbreak fate save relationship,Drama
Father of the Bride,1950-06-16,Comedy|Drama|Family|Romance,proud father stanley bank rememb day daughter kay got marri start announc engag wed learn surpris disast way,Comedy
The Band Wagon,1953-08-07,Comedy|Music,pretenti artist director hire new broadway music chang recognit,Comedy
Ninotchka,1939-10-06,Comedy|Romance,stern russian woman sent pari offici busi find attract man repres everyth suppos detest,Comedy
Gigi,1958-04-15,Comedy|Music|Romance,home motorcar servant latest fashion elig finicki bachelor loui jourdan pari offer gigi lesli caron  's gone girlish gawkish cultur glamour eye yearn wonder someth money ca n't buy,Comedy
The Reluctant Debutante,1958-01-01,Comedy|Romance,jimmi sheila broadbent rex harrison kay kendal welcom london jimmi 17-year-old daughter jane sandra dee jane jimmi first marriag american come visit father step-moth never met visit sheila idea make jane debutant idea jane resist difficulti rang jane apathi place marriag block determin effort sheila cousin mabel claremont angela lansburi win wealthi david fenner peter myer debutant daughter clarissa dian clare jane attract david parkson john saxon american drummer play orchestra coming-out ball,Comedy
The Adventures of Robin Hood,1938-05-13,Action|Adventure|Romance,robin hood errol flynn fight nobli justic evil sir guy gisbourn basil rathbon strive win hand beauti maid marian olivia de havilland,Action
The Mark of Zorro,1940-11-08,Action|Adventure|Drama|Romance|Western,son california nobleman come home spain find nativ land villain dictatorship hand play useless fop mask aveng zorro,Action
Laura,1944-10-11,Drama|Mystery,polic detect fall love woman murder 's investig,Drama
Lost Horizon,1937-09-01,Adventure|Fantasy|Drama|Mystery,british diplomat robert conway small group civilian crash land himalaya rescu peopl mysteri eden-lik valley shangri-la protect mountain world cloud world war ii gather shangri-la provid seduct escap world-weari conway,Adventure
Top Hat,1935-09-06,Comedy|Music|Romance,showman jerri traver work produc horac hardwick london jerri demonstr new danc step late night horac hotel much annoy sleep dale tremont goe upstair complain immedi attract complic aris dale mistak jerri horac,Comedy
To Be or Not to Be,1942-03-05,Comedy|War,nazi occup poland act troup becom embroil polish soldier effort track german spi,Comedy
My Man Godfrey,1936-09-17,Comedy|Romance,zani heiress tri help tramp make famili butler,Comedy
Giant,1956-10-10,Action|Drama|Western,sprawl epic cover life texa cattl rancher famili associ,Action
East of Eden,1955-03-09,Drama,salina valley world war cal trask feel must compet overwhelm odd brother aron love father adam cal frustrat turn reaction war get ahead busi life relat estrang mother,Drama
The Thin Man,1934-05-25,Comedy|Crime|Mystery,year absenc time detect nick charl return new york new wife nora dog asta nick re-connect mani old croni sever eccentr charact say least 's also approach dorothi wynant inventor father clyde wynant suspect murder step-moth father left plan trip month contact nick n't keen resum former profess egged-on wife nora think excit agre help solv case announc ident killer dinner parti suspect,Comedy
Around the World in Eighty Days,1956-10-17,Adventure|Comedy|Family|Fantasy|Romance,base famous book jule vern movi follow philea fogg journey world which complet day short period day,Adventure
It's a Wonderful Life,1946-12-20,Drama|Family|Fantasy,georg bailey spent entir life give peopl bedford fall alway long travel never opportun order prevent rich skinflint mr potter take entir town prevent georg modest build loan compani found generous father christma eve georg uncl billi lose busi intend deposit bank potter find misplac money hide billi georg troubl begin,Drama
Mr. Smith Goes to Washington,1939-10-19,Comedy|Drama,naiv idealist jefferson smith leader boy ranger appoint lark spineless governor state reunit state senior senat presidenti hope childhood hero senat joseph pain washington howev smith discov mani shortcom polit process earnest goal nation boy camp lead conflict state polit boss jim taylor taylor first tri corrupt smith later attempt destroy smith scandal,Comedy
Bringing Up Baby,1938-02-18,Comedy|Romance,david huxley wait get bone need museum collect seri strang circumst meet susan vanc duo seri misadventur includ leopard call babi,Comedy
